config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,elapsed_time,num_users,num_items,num_ratings
512,16,0.0,0.0056073145543549,10,0,0,0.9855704667893324,0.9359691587029672,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,1,0.9174140485172922,0.9231821900727798,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,2,0.9080617177892815,0.9222463576161132,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,3,0.9018216932361777,0.9209141238611571,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,4,0.8957019484178587,0.9261979156610917,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,5,0.8913114547729493,0.9242964691045333,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,6,0.8871341104534539,0.9050050298778378,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,7,0.8823979223316366,0.9072274638681995,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,8,0.8778832884674722,0.9166925525178715,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,0,9,0.8730654656209729,0.9014512343066079,1062.6875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,0,0.984028553285382,0.9440156890421497,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,1,0.9184794472699815,0.9280863769200384,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,2,0.9092202500186183,0.9137693503681494,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,3,0.9021220547231761,0.9156879989468322,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,4,0.8956446322527799,0.9111648530376201,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,5,0.8917902007699012,0.9115254459332447,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,6,0.8866372177546674,0.9062388417672138,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,7,0.8820019538429651,0.9027086113180433,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,8,0.8775692266496745,0.8976502625309691,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,1,9,0.8721279758621346,0.8945356564862388,1041.921875,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,0,0.9901069635694677,0.9305620941580558,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,1,0.9181331874294715,0.9165753217376008,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,2,0.9102587341584942,0.9159688122418462,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,3,0.9024991420182314,0.904538593730148,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,4,0.8965661990371617,0.9094751246121465,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,5,0.891900750588287,0.9013700631200051,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,6,0.887471457773989,0.9062733735357013,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,7,0.883860721303658,0.8977579328478599,1048.03125,6040,3706,1000209
512,16,0.0,0.0056073145543549,10,2,8,0.8782429473643953,0.8974898445362948,1048.03125,6040,3706,1000209
