config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,eval_metric,elapsed_time,num_users,num_items,num_ratings
512,8,0.0,0.0069226730277895,100,0,0,1.0051517166874626,0.9504159451747427,0.9747240233178042,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,1,0.8405573612587018,0.8392579233159825,0.9158400059962759,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,2,0.8259069852530956,0.8334667220407602,0.9126743315433969,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,3,0.814185444875197,0.8283017922420891,0.9098306158367468,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,4,0.8046662646938454,0.8245020691229372,0.9077013305255345,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,5,0.7983611831610853,0.8199923701432287,0.9052457663477683,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,6,0.7915301379155029,0.8234943449497223,0.9071939721399424,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,7,0.7858583997596394,0.8135798682971876,0.901706443757427,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,8,0.7787368917329744,0.8067337931418905,0.8978606036731175,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,9,0.7729120182720097,0.8145995176568324,0.902308598464849,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,10,0.766539176824418,0.8084260754439295,0.898861438035965,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,11,0.7618771814487197,0.8018607977701693,0.8951598831585476,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,12,0.7571248003704981,0.7990044343228243,0.8936108344671677,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,13,0.7520700763911009,0.8009563027595987,0.8947201133990774,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,14,0.7477232975715941,0.8065769666311692,0.8978327020090453,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,15,0.7444599969143217,0.798352839387193,0.8932201917074165,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,16,0.7398910302330147,0.8019600407201417,0.8953269203098453,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,17,0.7357590768147598,0.8026732163769859,0.8956957575009794,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,18,0.7328044798563828,0.8019142716514821,0.8952541479042598,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,19,0.7291925718161193,0.8024956012258724,0.8954975550272026,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,20,0.7263468213379383,0.8123610713043992,0.9010501370138052,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,21,0.7223561637103557,0.8071447039137081,0.8981869822862197,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,22,0.719779792834412,0.8096968501198049,0.8995414455326236,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,23,0.7172165122221816,0.8067652060061085,0.8979556724733236,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,24,0.713445782661438,0.8051283012847511,0.8970317469567669,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,25,0.711426343023777,0.8000971005887402,0.8942179381847382,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,26,0.709115751629526,0.8072319109829105,0.8981146149489344,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,27,0.7067618131637573,0.8099279057006447,0.8996946750854959,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,28,0.704147797416557,0.8045586907133764,0.8966777239527021,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,29,0.7017362520098687,0.818258059268095,0.9043228547183835,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,30,0.6995405457913876,0.8081927682672229,0.8987365821186377,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,31,0.697825100408359,0.8088961097658897,0.8991485256321576,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,32,0.6954719829965722,0.808373071101247,0.8988424442252334,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,33,0.693426017056812,0.8128440562559633,0.9012324213981628,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,34,0.6916715495288372,0.8081390267732192,0.8986923518229504,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,35,0.6901532520624725,0.8142924655456932,0.9021075246285419,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,36,0.6884580226784403,0.8158124466331638,0.9029551300467277,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,37,0.6864136865870519,0.8170174396767909,0.9036506262360787,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,38,0.6854973177340897,0.8167072017582095,0.9034328922933462,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,39,0.6837068573317745,0.8274261020884222,0.9093589290064208,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,40,0.683094003119252,0.8134261071681976,0.9016424934474789,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,41,0.6809138820929961,0.8202557436057499,0.9053883595126015,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,42,0.6799968387592923,0.8184067880620762,0.9043861749220867,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,43,0.6784927142614668,0.8165164973054614,0.9034043988403009,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,44,0.6778084916824644,0.8158857621708695,0.9030404638270942,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,45,0.6761954277076504,0.8177090609560207,0.9040215197874575,5969.126602044,6040,3706,1000209
512,8,0.0,0.0069226730277895,100,0,46,0.6753487167710608,0.8258772206549742,0.9085752240249089,5969.126602044,6040,3706,1000209
