config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,elapsed_time,num_users,num_items,num_ratings
512,8,0.0,0.0069226730277895,10,0,0,0.9906411235982722,0.9365913752390413,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,1,0.9139376840808174,0.9135367329023323,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,2,0.9064427054741165,0.921349228036647,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,3,0.9001802508126605,0.9169276709459266,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,4,0.8956948211924596,0.9063800336146841,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,5,0.8918470577760176,0.9053377849715096,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,6,0.8888716331937097,0.9008270094589311,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,7,0.8852387072010474,0.9029368052677232,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,8,0.8814685926518657,0.9021493445853798,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,9,0.87860275818543,0.897997975957637,1526.96875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,0,0.9882899128577926,0.9450615772179195,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,1,0.9131100282750346,0.9379532896742528,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,2,0.905445782230659,0.9094468811336829,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,3,0.8989795900203965,0.9083098805680567,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,4,0.8944002392617139,0.90424929285536,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,5,0.8907414812933315,0.9085812313216073,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,6,0.8873376383022828,0.9079183887462227,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,7,0.8845432711595839,0.8984897890869452,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,8,0.8808420274745334,0.9008358449352031,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,9,0.8766780480742454,0.8968940012309016,1456.4375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,0,0.9812358365140178,0.9267782787887417,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,1,0.9142536630007354,0.9255296618354564,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,2,0.9056902355768464,0.9046570555287965,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,3,0.8998399691148238,0.9019402332451879,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,4,0.8950060160322623,0.9032546050694524,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,5,0.8920783881436695,0.8969117038103999,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,6,0.8891820354217833,0.8970673145080099,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,7,0.8860820331356742,0.8963467387520537,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,8,0.8830945652994242,0.8967896912779126,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,9,0.8789452267641371,0.8924776954310281,1332.609375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,0,0.9925307418812405,0.9178644649836482,1326.234375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,1,0.9150242533196102,0.9099531787998822,1326.234375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,2,0.9065830364146016,0.9092926237047935,1326.234375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,3,0.900346717712554,0.9100711096306237,1326.234375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,4,0.8958723596551201,0.8988483268387464,1326.234375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,5,0.8923987544395707,0.9074407195558354,1326.234375,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,6,0.889635358615355,0.9015564328553726,1326.234375,6040,3706,1000209
