config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,elapsed_time,num_users,num_items,num_ratings
128,16,0.2,0.005689208458832,10,0,0,1.037159823016687,0.9320869415390248,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,1,0.9456523354757916,0.922476661448576,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,2,0.9253039482642303,0.9115991762706211,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,3,0.9132915105332028,0.9148815462783891,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,4,0.9057456523857333,0.9051075553407475,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,5,0.8995173608037559,0.9039630920303111,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,6,0.8948810771107674,0.9029087399949833,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,7,0.8913470085371624,0.9028828204894552,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,8,0.8880936554209753,0.899701746750851,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,0,9,0.8840308937159451,0.8999893203073618,514.78125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,0,1.0346669443629004,0.9308392879914265,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,1,0.9429077502678741,0.9176105753499635,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,2,0.9258636736734347,0.9238050616517359,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,3,0.9158883147618987,0.9099558743895316,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,4,0.9076595167544755,0.9060054591723851,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,5,0.9011792506006631,0.9042401532737576,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,6,0.896625352921811,0.9025941205268003,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,7,0.8925679704682393,0.9014015039619134,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,8,0.8888407468795776,0.9002552056799129,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,1,9,0.884878951378844,0.9039904633346869,516.90625,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,0,1.0389198383824392,0.9407209334324818,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,1,0.9449264667250893,0.912539545370608,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,2,0.9264282781969417,0.9067198275303354,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,3,0.9146062179722569,0.9060140136553316,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,4,0.9066715298728509,0.8999971388554087,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,5,0.9008961046961221,0.9074718240572481,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,6,0.8960153654895046,0.9023731880042017,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,7,0.8925454483790831,0.8960744197271309,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,8,0.8888593150810762,0.8955224503059777,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,2,9,0.8853410861031575,0.8941013064919686,516.953125,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,0,1.034559364142743,0.937716364252324,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,1,0.9404615003954281,0.9166180242081078,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,2,0.9227363876321099,0.9082616853470705,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,3,0.9121420030566779,0.9040797729881442,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,4,0.9040946612303907,0.9000356081797152,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,5,0.8989810892804102,0.904615005060118,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,6,0.8947722898288206,0.8990140137623768,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,7,0.8910244716839357,0.8980755453207054,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,8,0.88738725469871,0.8936538428676372,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,9,0.8837684624574401,0.8971828641940136,517.296875,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,0,1.0426328434185548,0.926805417756645,556.5,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,1,0.943992095169696,0.9120364365529041,556.5,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,2,0.9249383257193999,0.9116872098981118,556.5,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,3,0.9131891659037633,0.9018243003864678,556.5,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,4,0.9047894355925646,0.8995058293245277,556.5,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,5,0.8998229439285669,0.9037119229229129,556.5,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,6,0.8956382332200353,0.9044960469615703,556.5,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,7,0.8917848721823909,0.8988835252061183,556.5,6040,3706,1000209
