config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,elapsed_time,num_users,num_items,num_ratings
512,8,0.0,0.0069226730277895,10,0,0,0.9898035607831862,0.9417702707709098,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,1,0.9150550548377854,0.9140244722366333,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,2,0.9063424872010565,0.909684592667891,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,3,0.9004558766894328,0.9080414157740924,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,4,0.8957177688703513,0.9071746295203968,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,5,0.8927947452001255,0.9067401636619957,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,6,0.8892266534630905,0.9030469242407351,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,7,0.8865934134749196,0.9022566469348207,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,8,0.8844660153169461,0.9024604905624779,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,0,9,0.8814338215476717,0.9035927288386286,1088.796875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,0,0.9928728880174934,0.9204026618782355,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,1,0.9160250601408731,0.9138738956986642,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,2,0.909317447934919,0.9118119225818284,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,3,0.9028226393263054,0.9045516231230327,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,4,0.8978149384793723,0.8998422792979649,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,5,0.8937977773454183,0.9085941460667825,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,6,0.8905851910333804,0.9066181024726556,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,7,0.8881971933652678,0.899031650959229,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,8,0.8853309390032688,0.8990985279788777,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,1,9,0.8826228852009834,0.8951966713885872,1144.90625,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,0,0.9928669087264849,0.9198702275753021,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,1,0.9163906095582811,0.9115752872763848,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,2,0.9074793576889331,0.9065569733478585,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,3,0.9020939841294837,0.904904344556283,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,4,0.8979783773117358,0.9001504298375578,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,5,0.8932167536309917,0.9001179754125829,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,6,0.8901902311445807,0.9008837977842409,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,7,0.8873014772487113,0.8962762237203364,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,8,0.8837191095894865,0.8989240846463612,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,2,9,0.8805437244265281,0.8938616790941784,1170.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,0,1.0032359921109035,0.9236894037042346,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,1,0.9166951298408801,0.9146290716468072,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,2,0.9085884079756334,0.9082724813904081,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,3,0.9024068674315577,0.9032358031491844,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,4,0.898176231805016,0.9017956363303321,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,5,0.8940284153079743,0.9006332755088806,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,6,0.8915121187182034,0.903030556075427,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,7,0.8886624276638031,0.898405768737501,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,8,0.8851898826296677,0.9019274322354064,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,3,9,0.8822377911004264,0.8969960088024334,1184.6875,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,0,0.9964595087958724,0.9301033132538503,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,1,0.9164161045685448,0.9153342785275712,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,2,0.9091680073524679,0.9110877206739114,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,3,0.9025237006147194,0.9055376356961776,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,4,0.8970461233192698,0.903460713673611,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,5,0.8936171414297255,0.9065663467864601,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,6,0.8903982403790555,0.9029850911120979,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,7,0.8878425845252279,0.9007796073446468,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,8,0.8845786912666868,0.898491727758427,1084.0,6040,3706,1000209
512,8,0.0,0.0069226730277895,10,4,9,0.8817717224893058,0.8988824799960974,1084.0,6040,3706,1000209
