config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,elapsed_time,num_users,num_items,num_ratings
128,16,0.2,0.005689208458832,10,2,9,0.885246708265046,0.8992088996634191,1170.175950335,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,0,1.0506644389970834,0.9314585975846466,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,1,0.9492260480628294,0.9210103440041445,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,2,0.929440684940504,0.9092249754740267,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,3,0.9169894702294293,0.9079554205646321,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,4,0.908779001144497,0.9045224174553034,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,5,0.9024196197767087,0.9006040996434738,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,6,0.8976772478626817,0.902930491736957,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,7,0.8937425552426702,0.8998785040208271,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,8,0.8895651179049021,0.8987243011289713,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,3,9,0.8859792379162196,0.8972078753369195,1002.9558991819999,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,0,1.045258300841007,0.937344382003862,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,1,0.9463306150930312,0.919097049199805,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,2,0.9274262397185616,0.911917542620581,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,3,0.9158868204297312,0.9066078194550106,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,4,0.9073137248416081,0.905124691372015,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,5,0.9016020323919214,0.9044177483539192,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,6,0.8964105535803548,0.9008066115938888,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,7,0.8917652965354188,0.8991569894917157,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,8,0.8885604315401648,0.8990213718949532,1186.429173855,6040,3706,1000209
128,16,0.2,0.005689208458832,10,4,9,0.8848106859590087,0.898327789440447,1186.429173855,6040,3706,1000209
