config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,elapsed_time,num_users,num_items,num_ratings
1024,8,0.2,0.0063175027429362,10,0,0,1.0087896582755176,0.9237276151472208,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,1,0.925683521208438,0.9258967297417777,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,2,0.9171521624380892,0.9121368314538684,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,3,0.9122546311129224,0.9489685619363979,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,4,0.9070246714759956,0.92970110019859,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,5,0.9035818329588934,0.9059603372398688,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,6,0.899069883538918,0.9140554277264342,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,7,0.8963317754593763,0.9012032625626545,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,8,0.8911618686535142,0.9157699729715075,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,0,9,0.8885510713539341,0.9145529884464887,1455.9375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,0,1.0061064066534693,0.9252304179327828,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,1,0.9246886871077797,0.9160861604067744,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,2,0.9161741292612119,0.916733874350178,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,3,0.9097234801812606,0.9089085855046097,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,4,0.9055720535868949,0.9214916119770128,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,5,0.9027232310988687,0.9050659367016384,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,6,0.8984167905016379,0.9074923201483123,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,7,0.8943868559869853,0.9137868139208579,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,8,0.8905620379881425,0.904345585375416,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,1,9,0.8867476204579526,0.8958394576092156,1274.96875,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,0,1.0078413920646363,0.927544640643256,1243.234375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,1,0.92697679373351,0.9351333586537108,1243.234375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,2,0.9173548012294552,0.919863875423159,1243.234375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,3,0.911262116513469,0.9109104853503558,1243.234375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,4,0.906659208509055,0.9062087298655996,1243.234375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,5,0.9009837977588177,0.8977945185437495,1243.234375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,6,0.897402130744674,0.9103731987427692,1243.234375,6040,3706,1000209
1024,8,0.2,0.0063175027429362,10,2,7,0.8940028649839488,0.9265888600933309,1243.234375,6040,3706,1000209
