config/embedding_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,eval_metric,elapsed_time,num_users,num_items,num_ratings
512,0.2,0.0010887937927239,100,1,18,0.6585136137902736,0.7804087534242746,0.8831341601147944,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,19,0.648010993342508,0.7802888453006744,0.8830992007742122,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,20,0.6377363646572286,0.782882285969598,0.8845285177230835,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,21,0.6296688280322335,0.7797652555971729,0.8827391510107079,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,22,0.6206483412195336,0.7852312460237619,0.8858179687237253,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,23,0.6115265975621613,0.780488522685304,0.8832224540564478,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,24,0.6033895693719387,0.7901590801015193,0.8886322415604884,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,25,0.5965796352110125,0.7860582008653757,0.8863761662220468,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,26,0.589529874175787,0.7870361695484239,0.8869638947808013,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,27,0.5820537602359598,0.7890115897266232,0.8880353411849664,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,28,0.5755545484748754,0.7855276209967477,0.8860010668939474,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,29,0.5704459012909369,0.7863157452369223,0.8864697327419203,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,30,0.5639716270633719,0.788077602581102,0.8874456152624014,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,31,0.5587274351580577,0.7869212955844646,0.8868548340943395,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,32,0.5532157205045223,0.7861455782335631,0.8864071661112259,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,33,0.5473631578074261,0.7912214678160998,0.8892732469403014,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,34,0.5440105915408243,0.7903678946349085,0.8887746340158035,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,35,0.5391226114874537,0.8001260927745274,0.8942119509589915,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,36,0.5330655914477327,0.7950589152014985,0.8914287291011032,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,37,0.5300486752594059,0.7927840558850036,0.8900905081204006,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,38,0.5258216789161617,0.7962769878153898,0.8921186771928048,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,39,0.5217809000137177,0.7934625915118626,0.8905552163416025,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,40,0.5186708406629887,0.800159969500133,0.8943016790613836,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,41,0.513987489247864,0.7991013277550133,0.8936484030314854,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,42,0.5108424820344556,0.8022508238043103,0.895442043031965,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,43,0.5071612969040871,0.7952111533709935,0.8914853583793251,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,44,0.5054069992832162,0.8027175233072165,0.8957111713837604,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,45,0.5007688018747352,0.7960426588447727,0.8919976420548498,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,46,0.497979955070398,0.8011068482788242,0.894717451869225,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,47,0.4947284659878774,0.8134979830712689,0.9015988847430872,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,48,0.4927608035166155,0.8030850783902772,0.895828647881138,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,49,0.4896342494609681,0.82477333898447,0.9079319755641782,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,50,0.4876856549558314,0.8236156373607869,0.9071909937323356,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,51,0.4844314041124148,0.8009287538577099,0.894679239818028,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,52,0.4821218383244492,0.8168308090190498,0.9035719955454068,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,53,0.4801163724877617,0.8053837254339334,0.897132509825181,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,54,0.4780563984404911,0.8079269285104713,0.8985274488828621,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,55,0.4750782434574582,0.8157618501964881,0.9029327156592388,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,56,0.4734328184954144,0.8012727359119727,0.8948023532118116,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,57,0.4708120157772844,0.8049462674831858,0.8968387367774029,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,58,0.4686586588282477,0.8086359263682852,0.8989395833745295,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,59,0.4669101634486155,0.8022062480449677,0.8953418129560898,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,60,0.46433919492093,0.8081522188624557,0.8987148318971906,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,61,0.4635297756980766,0.8002163506284052,0.8942523987925782,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,62,0.461436656083573,0.797390989503082,0.8927696450632445,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,63,0.4590307859534567,0.8130139690272662,0.9014350388731276,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,64,0.4574224283072081,0.8031206872998452,0.8959158354875992,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,65,0.4554749386215752,0.8344293394867255,0.9131212587259254,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,66,0.4539721956645901,0.8052003754644977,0.8970946006628931,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,67,0.4529431646520441,0.8121752866676876,0.9008544257708958,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,68,0.4508165649053725,0.8092260208665109,0.899241736957005,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,69,0.4496880058199167,0.8177859156715627,0.904023027541686,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,70,0.447655254331502,0.8114792814060133,0.9004858568006632,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,71,0.4471083984794942,0.801027317436374,0.8947677046668773,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,72,0.4449188342825932,0.8149075720991407,0.9024706239603004,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,73,0.4433712864463979,0.8378367655131281,0.9150632291424032,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,74,0.44215159941126,0.8132196354622744,0.9014600059207604,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,75,0.4406760202890092,0.8051265654515247,0.8969388385208286,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,76,0.4386583892797882,0.8213407786525025,0.9058949217504384,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,77,0.4380158835175362,0.8223975775193195,0.9064857546164063,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,78,0.4366693425923585,0.8126200255082578,0.901076110650082,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,79,0.4355931146578355,0.8398939121742638,0.9161900622504098,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,80,0.4346649152650074,0.818781180041177,0.9045871423215284,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,81,0.4331861864436756,0.8181710273635631,0.9042078061979644,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,82,0.4317348721013828,0.8153208317805309,0.9026442717532722,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,83,0.4311787696385925,0.8126304763920453,0.9011400329823396,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,84,0.4303338754922151,0.8137001656756109,0.901799270084926,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,85,0.4288110418414527,0.8079072164029492,0.8985169000771581,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,86,0.4278670301152901,0.8178928731655588,0.9041284182850196,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,87,0.4263838235627521,0.8159633467392046,0.903015886642495,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,88,0.4254475986077027,0.8179086203477821,0.9041163751057216,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,89,0.4250767758962783,0.8225902653470332,0.9067453742027284,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,90,0.4242056676948612,0.8422796300479344,0.9174190601524042,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,91,0.4231197796084664,0.8185250528004705,0.9043995208886204,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,92,0.4214908319779418,0.8141986764207179,0.9020446794373648,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,93,0.4211268879473209,0.8220427571510782,0.9064535358730628,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,94,0.4201062310825694,0.809234369774254,0.8993713551638077,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,95,0.4199432725594802,0.8223049616327092,0.9065205491318996,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,96,0.4183329624208537,0.8093366549939526,0.8993911834395661,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,97,0.4177774017846042,0.842293413926144,0.91751074243565,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,98,0.4163344680924307,0.8306338756668324,0.9111118353143032,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,99,0.4152549147944558,0.8209946052152284,0.9058182501063056,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,1,100,0.4154954766685312,0.8251525406934777,0.908093065631633,981.114074025,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,0,2.7312902855873107,2.7307250470531232,0.7389915651204634,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,1,1.3163699142634868,0.8860892963652708,0.9410857114256644,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,2,0.9856313068758358,0.8587840929323313,0.9264790257629084,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,3,0.928854790668596,0.8413287462020407,0.91702053802354,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,4,0.8950716236775572,0.8425635969152256,0.9176948027951376,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,5,0.8675109039653431,0.8290915635167336,0.9103115784878634,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,6,0.8422059671445327,0.8245899950971409,0.9078340852747158,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,7,0.8163317479870537,0.8065070917411726,0.8977504184051436,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,8,0.7937559881670908,0.7992369131166108,0.8937458268233708,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,9,0.7756457851691679,0.7965874015068521,0.8923106260445653,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,10,0.7588246338069439,0.7868388039725167,0.8867933658920989,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,11,0.7444440509785305,0.7859918718435326,0.8863239890458633,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,12,0.7314224151725118,0.7852967503119488,0.8859621979752366,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,13,0.7188217635859143,0.7776009294451499,0.881534069776535,978.1387687639996,6040,3706,1000209
512,0.2,0.0010887937927239,100,2,14,0.7062357647852464,0.7833222479236369,0.8848197204726083,978.1387687639996,6040,3706,1000209
