config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/start_beta,config/offset_beta,config/annealer,config/num_epochs,fold,epoch,train_loss,eval_loss,eval_metric,elapsed_time,num_users,num_items,num_ratings
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,0,1.0542302361943505,0.9372122251257604,0.9309691768519732,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,1,0.948716369474476,0.92225168250045,0.9171097017064387,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,2,0.9268895842812278,0.9143846843923841,0.9104905730607559,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,3,0.9134715696627443,0.9171275022078533,0.9136919348823781,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,4,0.9032850023697723,0.9093538109137087,0.9057269181524005,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,5,0.8948538939383897,0.9057783052629355,0.9022299379718547,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,6,0.8859821803190492,0.9044793315079748,0.900814105661548,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,7,0.8781782707030122,0.9027788237649568,0.8991724295275552,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,8,0.8711416541852735,0.90027852934234,0.8966571019620312,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,0,9,0.8652213616804643,0.9026266196552588,0.8989013421292208,1482.296875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,0,1.050613070685755,0.9655597617431563,0.9591087571212223,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,1,0.9455486683682962,0.918099544486221,0.9133141205018881,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,2,0.9250380923124877,0.9154307446917709,0.9116975227180792,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,3,0.912919645011425,0.9181048699787685,0.9149792461979146,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,4,0.9016545688564127,0.903749300509083,0.9003406373821959,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,5,0.8928222034465183,0.9012061016900199,0.897819177836788,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,6,0.8844242414290254,0.9011856913566589,0.8977159310360344,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,7,0.8768689173189077,0.9010226239963454,0.8976056958947863,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,8,0.870452283187346,0.9022833631963146,0.8984032431427313,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,1,9,0.864767985926433,0.8961500531556655,0.8927499402542504,1733.796875,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,0,1.0559473318132486,0.9293729401364619,0.9225781280167249,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,1,0.9467699493196877,0.9180207428883533,0.9130623200718238,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,2,0.9250111120668325,0.9070115052923864,0.9028464348948732,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,3,0.91156829866496,0.9014551603064245,0.8974896645059391,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,4,0.9010699039155786,0.900961908758903,0.8972912388188499,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,5,0.890888731113889,0.8938724106671859,0.8902634528218484,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,6,0.8816556829620491,0.8939103277362123,0.8905739911964962,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,7,0.8740221457047896,0.8890166434706473,0.8856328512941088,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,8,0.867234158854593,0.8901251378108044,0.8867371033649055,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,2,9,0.8613103810359132,0.8900435062087312,0.8865470138131356,1640.0,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,0,1.0583945466713471,0.928744660956519,0.9217769771206136,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,1,0.9444593436338685,0.9128681701056811,0.9075037131504137,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,2,0.92437607686628,0.911958321016662,0.9068486234363244,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,3,0.9116781433874911,0.9027546698949775,0.8986092112502273,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,4,0.8998588905415752,0.8969919249719503,0.8933616584661056,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,5,0.8895171611823819,0.8915192861946262,0.8878284492054764,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,6,0.8809206625954671,0.8900379702752951,0.8862882274754194,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,7,0.8739197304980322,0.8881938986632288,0.8843252476380796,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,8,0.867469508471814,0.8934472610755843,0.8898144413013848,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,3,9,0.8615866560150277,0.8918458308492389,0.8882360859793059,1589.5625,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,4,0,1.0601474318314683,0.9323424794236008,0.924185534521025,1592.734375,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,4,1,0.9504541154612195,0.9265019680772509,0.9204847776159948,1592.734375,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,4,2,0.9303071475164457,0.9157256167762133,0.910472788981029,1592.734375,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,4,3,0.916626118326729,0.9098201813746472,0.9045723634106773,1592.734375,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,4,4,0.9062040089883587,0.905359902552196,0.9007037294154264,1592.734375,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,4,5,0.8966948841783133,0.9060594348274932,0.9010832814537749,1592.734375,6040,3706,1000209
64,128,0.1,0.0034600005690449,0.000746858512362,0.5573331037460386,constant,10,4,6,0.8887328938327053,0.8996118294949434,0.8945367488325858,1592.734375,6040,3706,1000209
