config/hidden_dim,config/latent_dim,config/dropout,config/learning_rate,config/start_beta,config/offset_beta,config/annealer,config/num_epochs,fold,epoch,train_loss,eval_loss,eval_metric,elapsed_time,num_users,num_items,num_ratings
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,0,3.820019631385802,19.010853720684437,4.36014377293736,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,1,1.0946930550038816,0.942831014613716,0.9709948581808845,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,2,0.862516387552023,0.8261649652403228,0.9089361722587141,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,3,0.820120577310974,0.8411976343514969,0.917168269376725,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,4,0.7910550522533331,0.7963180080968507,0.8923665211654069,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,5,0.7599792773750695,0.8152773253771723,0.9029270875199018,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,6,0.7276526900177652,0.780868386249153,0.8836675767782549,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,7,0.6974781144071709,0.7917169996670315,0.8897848052574462,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,8,0.667961760474877,0.7871842093613683,0.8872340217560237,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,9,0.6393071600659327,0.7949546047619411,0.8916022682575124,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,10,0.614819974181327,0.8032271607797973,0.8962294130298321,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,11,0.5927025114609437,0.7995852190621046,0.8941952913441809,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,12,0.5722171250730753,0.8124527847280308,0.9013616281648731,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,13,0.5546532710167494,0.8232449203121419,0.9073284522774219,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,14,0.5386102773587812,0.8246042060608767,0.9080772026985793,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,15,0.5245900940150022,0.8257227492575743,0.9086928795019659,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,16,0.5150032422759316,0.8245201884483805,0.9080309402483929,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,17,0.506140324710445,0.8297016974614592,0.9108796284150059,223.567919021,6040,3706,1000209
256,128,0.15,0.0029101434858562,0.0010481542905024,0.3621192336397519,zero,20,0,18,0.4913498858497901,0.8258197819700047,0.9087462693018358,223.567919021,6040,3706,1000209
