config/embedding_dim,config/dropout,config/learning_rate,config/num_epochs,fold,epoch,train_loss,eval_loss,elapsed_time,num_users,num_items,num_ratings
256,0.1,0.0066602817441262,10,0,0,1.0180354996410477,0.9682634740459676,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,1,0.9328279732285863,0.9249679312414053,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,2,0.9101774955497068,0.9135221285479409,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,3,0.8907353443562832,0.9318855812354964,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,4,0.8771905303001404,0.9086288152908792,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,5,0.8632544965847678,0.9105502874875555,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,6,0.8508945057154311,0.8965262718954865,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,7,0.8352829916093051,0.909532612987927,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,8,0.8227404195176976,0.8936254619335642,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,0,9,0.8083256933542774,0.8990694336136993,1814.548227126,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,0,1.0207134790890051,0.9331477196240912,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,1,0.9335543695465683,0.9189617752420659,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,2,0.9100933112299351,0.9037209329556446,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,3,0.8907519445547363,0.9224644738192461,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,4,0.8759829857770134,0.9029109627008438,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,5,0.8622213172180878,0.8967830602611814,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,6,0.8469571870611147,0.887602046436193,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,7,0.8326839941084537,0.8862077995222442,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,8,0.816423636187068,0.8892132433093324,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,1,9,0.8023669536003981,0.88978140269007,1795.804644521,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,0,1.0123826516101428,0.9289774657512198,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,1,0.9330292979012365,0.9234609394049158,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,2,0.9098095041711617,0.9235474990338696,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,3,0.8899861786828931,0.8968365685063966,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,4,0.8764771691063786,0.9019223077564823,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,5,0.8623284942963544,0.8895549476146698,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,6,0.8503655670091624,0.8863180285813858,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,7,0.8358570701630829,0.9137650232534019,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,8,0.8188861411093445,0.8882154804103228,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,2,9,0.8035359159302529,0.9203047527342426,1813.7942393429994,6040,3706,1000209
256,0.1,0.0066602817441262,10,3,0,1.0142037309801486,0.9291186463467929,1723.2628417239994,6040,3706,1000209
256,0.1,0.0066602817441262,10,3,1,0.9299628343576055,0.9160098482151421,1723.2628417239994,6040,3706,1000209
